basin_id,basin_label,airport_code,latitude,longitude,country_id,country_name,country_iso3,region_id,region_label,continent_id,continent_label,hemisphere_id,hemisphere_label
0,Menongue,SPP,-14.6586,17.7214,2,Angola,AGO,9,Middle Africa,0,Africa,1,Tropical hemisphere
1,Huambo,NOV,-12.8092,15.7608,2,Angola,AGO,9,Middle Africa,0,Africa,1,Tropical hemisphere
2,M'BanzaCongo,SSY,-6.2697,14.2472,2,Angola,AGO,9,Middle Africa,0,Africa,1,Tropical hemisphere
3,Soyo,SZA,-6.1411,12.3725,2,Angola,AGO,9,Middle Africa,0,Africa,1,Tropical hemisphere
4,Lubango,SDD,-14.9247,13.575,2,Angola,AGO,9,Middle Africa,0,Africa,1,Tropical hemisphere
5,Kuito,SVP,-12.4044,16.9483,2,Angola,AGO,9,Middle Africa,0,Africa,1,Tropical hemisphere
6,Cabinda,CAB,-5.5972,12.1881,2,Angola,AGO,9,Middle Africa,0,Africa,1,Tropical hemisphere
7,Luena,LUO,-11.7672,19.8939,2,Angola,AGO,9,Middle Africa,0,Africa,1,Tropical hemisphere
8,Ondjiva,VPE,-17.0439,15.6847,2,Angola,AGO,9,Middle Africa,0,Africa,1,Tropical hemisphere
9,Malange,MEG,-9.5253,16.3131,2,Angola,AGO,9,Middle Africa,0,Africa,1,Tropical hemisphere
10,Saurimo,VHC,-9.6892,20.4317,2,Angola,AGO,9,Middle Africa,0,Africa,1,Tropical hemisphere
11,Luanda,LAD,-8.8583,13.2311,2,Angola,AGO,9,Middle Africa,0,Africa,1,Tropical hemisphere
12,Catumbela,CBT,-12.4814,13.4869,2,Angola,AGO,9,Middle Africa,0,Africa,1,Tropical hemisphere
13,Namibe,MSZ,-15.2617,12.1472,2,Angola,AGO,9,Middle Africa,0,Africa,1,Tropical hemisphere
14,Chlef,CFK,36.2128,1.3317,61,Algeria,DZA,10,Northern Africa,0,Africa,0,Northern hemisphere
15,HassiMessaoud,HME,31.6731,6.1406,61,Algeria,DZA,10,Northern Africa,0,Africa,0,Northern hemisphere
16,Setif,QSF,36.1781,5.3244,61,Algeria,DZA,10,Northern Africa,0,Africa,0,Northern hemisphere
17,Laghouat,LOO,33.7647,2.9275,61,Algeria,DZA,10,Northern Africa,0,Africa,0,Northern hemisphere
18,ElBayadh,EBH,33.7208,1.0914,61,Algeria,DZA,10,Northern Africa,0,Africa,0,Northern hemisphere
19,Tebessa,TEE,35.4317,8.1208,61,Algeria,DZA,10,Northern Africa,0,Africa,0,Northern hemisphere
20,Oran,ORN,35.6239,-0.6211,61,Algeria,DZA,10,Northern Africa,0,Africa,0,Northern hemisphere
21,InSalah,INZ,27.2511,2.5119,61,Algeria,DZA,10,Northern Africa,0,Africa,0,Northern hemisphere
22,InGuezzam,INF,19.5611,5.7514,61,Algeria,DZA,10,Northern Africa,0,Africa,1,Tropical hemisphere
23,Biskra,BSK,34.7933,5.7383,61,Algeria,DZA,10,Northern Africa,0,Africa,0,Northern hemisphere
24,Constantine,CZL,36.2761,6.6203,61,Algeria,DZA,10,Northern Africa,0,Africa,0,Northern hemisphere
25,Ouargla,OGX,31.9239,5.4106,61,Algeria,DZA,10,Northern Africa,0,Africa,0,Northern hemisphere
26,Touggourt,TGR,33.0678,6.0886,61,Algeria,DZA,10,Northern Africa,0,Africa,0,Northern hemisphere
27,Illizi,VVZ,26.7236,8.6228,61,Algeria,DZA,10,Northern Africa,0,Africa,0,Northern hemisphere
28,ElGolea,ELG,30.5817,2.8617,61,Algeria,DZA,10,Northern Africa,0,Africa,0,Northern hemisphere
29,ElOued,ELU,33.5128,6.7828,61,Algeria,DZA,10,Northern Africa,0,Africa,0,Northern hemisphere
30,Adrar,AZR,27.8375,-0.1864,61,Algeria,DZA,10,Northern Africa,0,Africa,0,Northern hemisphere
31,Djanet,DJG,24.2928,9.4525,61,Algeria,DZA,10,Northern Africa,0,Africa,0,Northern hemisphere
32,Batna,BLJ,35.7522,6.3086,61,Algeria,DZA,10,Northern Africa,0,Africa,0,Northern hemisphere
33,Ghardaia,GHA,32.3842,3.7942,61,Algeria,DZA,10,Northern Africa,0,Africa,0,Northern hemisphere
34,BordjMokhtar,BMW,21.3775,0.9236,61,Algeria,DZA,10,Northern Africa,0,Africa,1,Tropical hemisphere
35,Tlemcen,TLM,35.0133,-1.4578,61,Algeria,DZA,10,Northern Africa,0,Africa,0,Northern hemisphere
36,InAmenas,IAM,28.0517,9.6428,61,Algeria,DZA,10,Northern Africa,0,Africa,0,Northern hemisphere
37,Mecheria,MZW,33.5358,-0.2425,61,Algeria,DZA,10,Northern Africa,0,Africa,0,Northern hemisphere
38,Tamanrasset,TMR,22.8114,5.4511,61,Algeria,DZA,10,Northern Africa,0,Africa,1,Tropical hemisphere
39,Timimoun,TMX,29.2369,0.2769,61,Algeria,DZA,10,Northern Africa,0,Africa,0,Northern hemisphere
40,Bejaia,BJA,36.7119,5.07,61,Algeria,DZA,10,Northern Africa,0,Africa,0,Northern hemisphere
41,Jijel,GJL,36.795,5.8736,61,Algeria,DZA,10,Northern Africa,0,Africa,0,Northern hemisphere
42,Bechar,CBH,31.6461,-2.2789,61,Algeria,DZA,10,Northern Africa,0,Africa,0,Northern hemisphere
43,Algiers,ALG,36.6942,3.2147,61,Algeria,DZA,10,Northern Africa,0,Africa,0,Northern hemisphere
44,Mascara,MUW,35.2075,0.1461,61,Algeria,DZA,10,Northern Africa,0,Africa,0,Northern hemisphere
45,Annaba,AAE,36.8222,7.8092,61,Algeria,DZA,10,Northern Africa,0,Africa,0,Northern hemisphere
46,Tindouf,TIN,27.7003,-8.1672,61,Algeria,DZA,10,Northern Africa,0,Africa,0,Northern hemisphere
47,Tiaret,TID,35.3417,1.4669,61,Algeria,DZA,10,Northern Africa,0,Africa,0,Northern hemisphere
48,MersaMatruh,MUH,31.3333,27.2167,63,"Egypt, Arab Rep.",EGY,10,Northern Africa,0,Africa,0,Northern hemisphere
49,Sohag,HMB,26.3428,31.7428,63,"Egypt, Arab Rep.",EGY,10,Northern Africa,0,Africa,0,Northern hemisphere
50,SharmEl-Sheikh,SSH,27.9772,34.395,63,"Egypt, Arab Rep.",EGY,10,Northern Africa,0,Africa,0,Northern hemisphere
51,MarsaAlam,RMF,25.5572,34.5836,63,"Egypt, Arab Rep.",EGY,10,Northern Africa,0,Africa,0,Northern hemisphere
52,Cairo,CAI,30.1219,31.4056,63,"Egypt, Arab Rep.",EGY,10,Northern Africa,0,Africa,0,Northern hemisphere
53,Hurghada,HRG,27.1786,33.8014,63,"Egypt, Arab Rep.",EGY,10,Northern Africa,0,Africa,0,Northern hemisphere
54,Asyut,ATZ,27.0464,31.0119,63,"Egypt, Arab Rep.",EGY,10,Northern Africa,0,Africa,0,Northern hemisphere
55,Luxor,LXR,25.6711,32.7067,63,"Egypt, Arab Rep.",EGY,10,Northern Africa,0,Africa,0,Northern hemisphere
56,Alexandria(EG),HBE,30.9178,29.6964,63,"Egypt, Arab Rep.",EGY,10,Northern Africa,0,Africa,0,Northern hemisphere
57,AbuSimbel,ABS,22.3758,31.6117,63,"Egypt, Arab Rep.",EGY,10,Northern Africa,0,Africa,1,Tropical hemisphere
58,Aswan,ASW,23.9644,32.82,63,"Egypt, Arab Rep.",EGY,10,Northern Africa,0,Africa,0,Northern hemisphere
59,ElArish,AAC,31.0733,33.8358,63,"Egypt, Arab Rep.",EGY,10,Northern Africa,0,Africa,0,Northern hemisphere
60,Taba,TCP,29.5881,34.7274,63,"Egypt, Arab Rep.",EGY,10,Northern Africa,0,Africa,0,Northern hemisphere
61,Saidpur,SPD,25.7592,88.9089,19,Bangladesh,BGD,17,Southern Asia,1,Asia,0,Northern hemisphere
62,Sylhet,ZYL,24.9633,91.8667,19,Bangladesh,BGD,17,Southern Asia,1,Asia,0,Northern hemisphere
63,Rajshahi,RJH,24.4372,88.6164,19,Bangladesh,BGD,17,Southern Asia,1,Asia,0,Northern hemisphere
64,Cox'sBazar,CXB,21.4522,91.9639,19,Bangladesh,BGD,17,Southern Asia,1,Asia,1,Tropical hemisphere
65,Ishurdi,IRD,24.1536,89.0489,19,Bangladesh,BGD,17,Southern Asia,1,Asia,0,Northern hemisphere
66,Barisal,BZL,22.8011,90.3011,19,Bangladesh,BGD,17,Southern Asia,1,Asia,1,Tropical hemisphere
67,Jessore,JSR,23.1839,89.1608,19,Bangladesh,BGD,17,Southern Asia,1,Asia,1,Tropical hemisphere
68,Chittagong,CGP,22.2497,91.8133,19,Bangladesh,BGD,17,Southern Asia,1,Asia,1,Tropical hemisphere
69,Dhaka,DAC,23.8433,90.3978,19,Bangladesh,BGD,17,Southern Asia,1,Asia,0,Northern hemisphere
70,Niamey,NIM,13.4811,2.1767,152,Niger,NER,19,Western Africa,0,Africa,1,Tropical hemisphere
71,Agadez,AJY,16.9625,7.9903,152,Niger,NER,19,Western Africa,0,Africa,1,Tropical hemisphere
72,Zinder,ZND,13.7789,8.9836,152,Niger,NER,19,Western Africa,0,Africa,1,Tropical hemisphere
73,Doha,DOH,25.2611,51.565,175,Qatar,QAT,20,Western Asia,1,Asia,0,Northern hemisphere
74,Ondangwa,OND,-17.8806,15.9472,150,Namibia,NAM,16,Southern Africa,0,Africa,1,Tropical hemisphere
75,KatimaMulilo,MPA,-17.6333,24.1833,150,Namibia,NAM,16,Southern Africa,0,Africa,1,Tropical hemisphere
76,Windhoek,WDH,-22.48,17.4708,150,Namibia,NAM,16,Southern Africa,0,Africa,1,Tropical hemisphere
77,WalvisBay,WVB,-22.98,14.6453,150,Namibia,NAM,16,Southern Africa,0,Africa,1,Tropical hemisphere
78,Rundu,NDU,-17.9561,19.7228,150,Namibia,NAM,16,Southern Africa,0,Africa,1,Tropical hemisphere
79,Luderitz,LUD,-26.6875,15.2428,150,Namibia,NAM,16,Southern Africa,0,Africa,2,Southern hemisphere
80,Oranjemund,OMD,-28.5867,16.4464,150,Namibia,NAM,16,Southern Africa,0,Africa,2,Southern hemisphere
81,Plovdiv,PDV,42.0678,24.8508,20,Bulgaria,BGR,6,Eastern Europe,2,Europe,0,Northern hemisphere
82,Varna,VAR,43.2319,27.825,20,Bulgaria,BGR,6,Eastern Europe,2,Europe,0,Northern hemisphere
83,Burgas,BOJ,42.5697,27.5153,20,Bulgaria,BGR,6,Eastern Europe,2,Europe,0,Northern hemisphere
84,Sofia,SOF,42.6953,23.4061,20,Bulgaria,BGR,6,Eastern Europe,2,Europe,0,Northern hemisphere
85,Yacuiba,BYC,-21.9611,-63.6519,28,Bolivia,BOL,14,South America,5,South America,1,Tropical hemisphere
86,Trinidad,TDD,-14.8217,-64.915,28,Bolivia,BOL,14,South America,5,South America,1,Tropical hemisphere
87,Tarija,TJA,-21.5511,-64.7083,28,Bolivia,BOL,14,South America,5,South America,1,Tropical hemisphere
88,Uyuni,UYU,-20.0,-66.0,28,Bolivia,BOL,14,South America,5,South America,1,Tropical hemisphere
89,PuertoSuarez,PSZ,-18.9806,-57.8239,28,Bolivia,BOL,14,South America,5,South America,1,Tropical hemisphere
90,SantaCruz,VVI,-17.6447,-63.1353,28,Bolivia,BOL,14,South America,5,South America,1,Tropical hemisphere
91,Oruro,ORU,-17.9525,-67.0758,28,Bolivia,BOL,14,South America,5,South America,1,Tropical hemisphere
92,Riberalta,RIB,-11.0106,-66.0736,28,Bolivia,BOL,14,South America,5,South America,1,Tropical hemisphere
93,Rurrenabaque,RBQ,-14.4267,-67.4989,28,Bolivia,BOL,14,South America,5,South America,1,Tropical hemisphere
94,Potosi,POI,-19.5433,-65.7239,28,Bolivia,BOL,14,South America,5,South America,1,Tropical hemisphere
95,Cochabamba,CBB,-17.4211,-66.1772,28,Bolivia,BOL,14,South America,5,South America,1,Tropical hemisphere
96,LaPaz(BO),LPB,-16.5133,-68.1922,28,Bolivia,BOL,14,South America,5,South America,1,Tropical hemisphere
97,Cobija,CIJ,-11.0406,-68.7831,28,Bolivia,BOL,14,South America,5,South America,1,Tropical hemisphere
98,Sucre,SRE,-19.0108,-65.2928,28,Bolivia,BOL,14,South America,5,South America,1,Tropical hemisphere
99,Sunyani,NYI,7.3619,-2.3289,78,Ghana,GHA,19,Western Africa,0,Africa,1,Tropical hemisphere
100,Takoradi,TKD,4.8956,-1.7747,78,Ghana,GHA,19,Western Africa,0,Africa,1,Tropical hemisphere
101,Kumasi,KMS,6.7144,-1.5908,78,Ghana,GHA,19,Western Africa,0,Africa,1,Tropical hemisphere
102,Tamale,TML,9.5572,-0.8633,78,Ghana,GHA,19,Western Africa,0,Africa,1,Tropical hemisphere
103,Accra,ACC,5.6053,-0.1667,78,Ghana,GHA,19,Western Africa,0,Africa,1,Tropical hemisphere
104,CocosIslands,CCK,-12.186,96.8384,36,Cocos (Keeling) Islands,CCK,15,South-Eastern Asia,1,Asia,1,Tropical hemisphere
105,Karachi,KHI,24.9067,67.1608,163,Pakistan,PAK,17,Southern Asia,1,Asia,0,Northern hemisphere
106,Gilgit,GIL,35.9189,74.3336,163,Pakistan,PAK,17,Southern Asia,1,Asia,0,Northern hemisphere
107,Dalbandin,DBA,28.8756,64.4039,163,Pakistan,PAK,17,Southern Asia,1,Asia,0,Northern hemisphere
108,Islamabad,ISB,33.6167,73.0992,163,Pakistan,PAK,17,Southern Asia,1,Asia,0,Northern hemisphere
109,Turbat,TUK,25.9864,63.0303,163,Pakistan,PAK,17,Southern Asia,1,Asia,0,Northern hemisphere
110,Sukkur,SKZ,27.7214,68.7931,163,Pakistan,PAK,17,Southern Asia,1,Asia,0,Northern hemisphere
111,Chitral,CJL,35.8867,71.8006,163,Pakistan,PAK,17,Southern Asia,1,Asia,0,Northern hemisphere
112,Sui,SUL,28.6333,69.2,163,Pakistan,PAK,17,Southern Asia,1,Asia,0,Northern hemisphere
113,Panjgur,PJG,26.9544,64.1325,163,Pakistan,PAK,17,Southern Asia,1,Asia,0,Northern hemisphere
114,RahimYarKhan,RYK,28.3839,70.2794,163,Pakistan,PAK,17,Southern Asia,1,Asia,0,Northern hemisphere
115,Lahore,LHE,31.5217,74.4036,163,Pakistan,PAK,17,Southern Asia,1,Asia,0,Northern hemisphere
116,DeraIsmailKhan,DSK,31.9094,70.8967,163,Pakistan,PAK,17,Southern Asia,1,Asia,0,Northern hemisphere
117,SaiduSharif,SDT,34.8136,72.3528,163,Pakistan,PAK,17,Southern Asia,1,Asia,0,Northern hemisphere
118,Faisalabad,LYP,31.365,72.9947,163,Pakistan,PAK,17,Southern Asia,1,Asia,0,Northern hemisphere
119,Peshawar,PEW,33.9939,71.5144,163,Pakistan,PAK,17,Southern Asia,1,Asia,0,Northern hemisphere
120,Kadanwari,KCF,27.2008,69.1533,163,Pakistan,PAK,17,Southern Asia,1,Asia,0,Northern hemisphere
121,Quetta,UET,30.2514,66.9378,163,Pakistan,PAK,17,Southern Asia,1,Asia,0,Northern hemisphere
122,Mohenjodaro,MJD,27.3353,68.1431,163,Pakistan,PAK,17,Southern Asia,1,Asia,0,Northern hemisphere
123,Hyderabad(PK),HDD,25.3183,68.3664,163,Pakistan,PAK,17,Southern Asia,1,Asia,0,Northern hemisphere
124,Zhob,PZH,31.3583,69.4636,163,Pakistan,PAK,17,Southern Asia,1,Asia,0,Northern hemisphere
125,Sialkot,SKT,32.5353,74.3639,163,Pakistan,PAK,17,Southern Asia,1,Asia,0,Northern hemisphere
126,Dadu,DDU,26.7381,67.6672,163,Pakistan,PAK,17,Southern Asia,1,Asia,0,Northern hemisphere
127,Gwadar,GWD,25.2333,62.3294,163,Pakistan,PAK,17,Southern Asia,1,Asia,0,Northern hemisphere
128,Skardu,KDU,35.3331,75.5464,163,Pakistan,PAK,17,Southern Asia,1,Asia,0,Northern hemisphere
129,DeraGhaziKhan,DEA,29.9606,70.4853,163,Pakistan,PAK,17,Southern Asia,1,Asia,0,Northern hemisphere
130,Bahawalpur,BHV,29.3481,71.7181,163,Pakistan,PAK,17,Southern Asia,1,Asia,0,Northern hemisphere
131,Multan,MUX,30.2033,71.4192,163,Pakistan,PAK,17,Southern Asia,1,Asia,0,Northern hemisphere
132,Nawabshah,WNS,26.2192,68.39,163,Pakistan,PAK,17,Southern Asia,1,Asia,0,Northern hemisphere
133,SaoVicenteIsland,VXE,16.8336,-25.0547,47,Cape Verde,CPV,19,Western Africa,0,Africa,1,Tropical hemisphere
134,SaoFilipe,SFL,14.8867,-24.4819,47,Cape Verde,CPV,19,Western Africa,0,Africa,1,Tropical hemisphere
135,SalIsland,SID,16.7414,-22.9494,47,Cape Verde,CPV,19,Western Africa,0,Africa,1,Tropical hemisphere
136,SaoNicolauIsland,SNE,16.5886,-24.2842,47,Cape Verde,CPV,19,Western Africa,0,Africa,1,Tropical hemisphere
137,Praia,RAI,14.9414,-23.4847,47,Cape Verde,CPV,19,Western Africa,0,Africa,1,Tropical hemisphere
138,BoaVistaIsland,BVC,16.1367,-22.8889,47,Cape Verde,CPV,19,Western Africa,0,Africa,1,Tropical hemisphere
139,Cluj-Napoca,CLJ,46.7853,23.6861,177,Romania,ROU,6,Eastern Europe,2,Europe,0,Northern hemisphere
140,Bacau,BCM,46.5219,26.9103,177,Romania,ROU,6,Eastern Europe,2,Europe,0,Northern hemisphere
141,Suceava,SCV,47.6875,26.3542,177,Romania,ROU,6,Eastern Europe,2,Europe,0,Northern hemisphere
142,SatuMare,SUJ,47.7033,22.8858,177,Romania,ROU,6,Eastern Europe,2,Europe,0,Northern hemisphere
143,TirguMures,TGM,46.4678,24.4125,177,Romania,ROU,6,Eastern Europe,2,Europe,0,Northern hemisphere
144,Constanta,CND,44.3622,28.4883,177,Romania,ROU,6,Eastern Europe,2,Europe,0,Northern hemisphere
145,Sibiu,SBZ,45.7856,24.0914,177,Romania,ROU,6,Eastern Europe,2,Europe,0,Northern hemisphere
146,Bucharest,OTP,44.5722,26.1022,177,Romania,ROU,6,Eastern Europe,2,Europe,0,Northern hemisphere
147,Iasi,IAS,47.1786,27.6206,177,Romania,ROU,6,Eastern Europe,2,Europe,0,Northern hemisphere
148,Oradea,OMR,47.0253,21.9025,177,Romania,ROU,6,Eastern Europe,2,Europe,0,Northern hemisphere
149,Craiova,CRA,44.3181,23.8886,177,Romania,ROU,6,Eastern Europe,2,Europe,0,Northern hemisphere
150,Timisoara,TSR,45.81,21.3378,177,Romania,ROU,6,Eastern Europe,2,Europe,0,Northern hemisphere
151,Amman,AMM,31.7225,35.9933,107,Jordan,JOR,20,Western Asia,1,Asia,0,Northern hemisphere
152,Aqaba,AQJ,29.6117,35.0181,107,Jordan,JOR,20,Western Asia,1,Asia,0,Northern hemisphere
153,Monrovia,ROB,6.2339,-10.3622,120,Liberia,LBR,19,Western Africa,0,Africa,1,Tropical hemisphere
154,Benghazi,BEN,32.0967,20.2694,121,Libya,LBY,10,Northern Africa,0,Africa,0,Northern hemisphere
155,Sirte,SRX,31.0633,16.595,121,Libya,LBY,10,Northern Africa,0,Africa,0,Northern hemisphere
156,Sebha,SEB,26.9869,14.4725,121,Libya,LBY,10,Northern Africa,0,Africa,0,Northern hemisphere
157,Kufra,AKF,24.1786,23.3139,121,Libya,LBY,10,Northern Africa,0,Africa,0,Northern hemisphere
158,Karasburg,KAS,28.0297,18.7386,121,Libya,LBY,10,Northern Africa,0,Africa,0,Northern hemisphere
159,Misurata,MRA,32.3219,15.0614,121,Libya,LBY,10,Northern Africa,0,Africa,0,Northern hemisphere
160,Ubari,QUB,26.5683,12.8178,121,Libya,LBY,10,Northern Africa,0,Africa,0,Northern hemisphere
161,Ghat,GHT,25.1456,10.1428,121,Libya,LBY,10,Northern Africa,0,Africa,0,Northern hemisphere
162,Ghadames,LTD,30.1517,9.7153,121,Libya,LBY,10,Northern Africa,0,Africa,0,Northern hemisphere
163,Beida,LAQ,32.7886,21.9644,121,Libya,LBY,10,Northern Africa,0,Africa,0,Northern hemisphere
164,Tobruk,TOB,32.0931,23.8397,121,Libya,LBY,10,Northern Africa,0,Africa,0,Northern hemisphere
165,Tripoli,TIP,32.6636,13.1589,121,Libya,LBY,10,Northern Africa,0,Africa,0,Northern hemisphere
166,Pangkor,PKG,4.2447,100.5533,148,Malaysia,MYS,15,South-Eastern Asia,1,Asia,1,Tropical hemisphere
167,Bintulu,BTU,3.1242,113.0197,148,Malaysia,MYS,15,South-Eastern Asia,1,Asia,1,Tropical hemisphere
168,Bario,BBN,3.7347,115.4783,148,Malaysia,MYS,15,South-Eastern Asia,1,Asia,1,Tropical hemisphere
169,Tawau,TWU,4.3133,118.1219,148,Malaysia,MYS,15,South-Eastern Asia,1,Asia,1,Tropical hemisphere
170,Kudat,KUD,6.9233,116.8372,148,Malaysia,MYS,15,South-Eastern Asia,1,Asia,1,Tropical hemisphere
171,TanjungManis,TGC,2.1778,111.2019,148,Malaysia,MYS,15,South-Eastern Asia,1,Asia,1,Tropical hemisphere
172,LahadDatu,LDU,5.0303,118.3283,148,Malaysia,MYS,15,South-Eastern Asia,1,Asia,1,Tropical hemisphere
173,Penang,PEN,5.2972,100.2767,148,Malaysia,MYS,15,South-Eastern Asia,1,Asia,1,Tropical hemisphere
174,Mukah,MKM,2.9069,112.075,148,Malaysia,MYS,15,South-Eastern Asia,1,Asia,1,Tropical hemisphere
175,Malacca,MKZ,2.2636,102.2519,148,Malaysia,MYS,15,South-Eastern Asia,1,Asia,1,Tropical hemisphere
176,Sandakan,SDK,5.9014,118.0611,148,Malaysia,MYS,15,South-Eastern Asia,1,Asia,1,Tropical hemisphere
177,Kuching,KCH,1.4842,110.3439,148,Malaysia,MYS,15,South-Eastern Asia,1,Asia,1,Tropical hemisphere
178,KotaBharu,KBR,6.1675,102.2911,148,Malaysia,MYS,15,South-Eastern Asia,1,Asia,1,Tropical hemisphere
179,JohorBahru,JHB,1.6389,103.6703,148,Malaysia,MYS,15,South-Eastern Asia,1,Asia,1,Tropical hemisphere
180,AlorSetar,AOR,6.1944,100.4008,148,Malaysia,MYS,15,South-Eastern Asia,1,Asia,1,Tropical hemisphere
181,Ipoh,IPH,4.5692,101.0931,148,Malaysia,MYS,15,South-Eastern Asia,1,Asia,1,Tropical hemisphere
182,KualaLumpur,KUL,2.7456,101.7147,148,Malaysia,MYS,15,South-Eastern Asia,1,Asia,1,Tropical hemisphere
183,Langkawi,LGK,6.3386,99.7322,148,Malaysia,MYS,15,South-Eastern Asia,1,Asia,1,Tropical hemisphere
184,Mulu,MZV,4.0506,114.8092,148,Malaysia,MYS,15,South-Eastern Asia,1,Asia,1,Tropical hemisphere
185,Kuantan,KUA,3.7808,103.2094,148,Malaysia,MYS,15,South-Eastern Asia,1,Asia,1,Tropical hemisphere
186,KotaKinabalu,BKI,5.9372,116.0531,148,Malaysia,MYS,15,South-Eastern Asia,1,Asia,1,Tropical hemisphere
187,Limbang,LMN,4.8081,115.0103,148,Malaysia,MYS,15,South-Eastern Asia,1,Asia,1,Tropical hemisphere
188,Sibu,SBW,2.2642,111.9825,148,Malaysia,MYS,15,South-Eastern Asia,1,Asia,1,Tropical hemisphere
189,TiomanIsland,TOD,2.8192,104.16,148,Malaysia,MYS,15,South-Eastern Asia,1,Asia,1,Tropical hemisphere
190,LongBanga,LBP,3.2022,115.4022,148,Malaysia,MYS,15,South-Eastern Asia,1,Asia,1,Tropical hemisphere
191,Labuan,LBU,5.2972,115.2525,148,Malaysia,MYS,15,South-Eastern Asia,1,Asia,1,Tropical hemisphere
192,Miri,MYY,4.3253,113.9883,148,Malaysia,MYS,15,South-Eastern Asia,1,Asia,1,Tropical hemisphere
193,Kerteh,KTE,4.5408,103.4258,148,Malaysia,MYS,15,South-Eastern Asia,1,Asia,1,Tropical hemisphere
194,KualaTerengganu,TGG,5.3814,103.1047,148,Malaysia,MYS,15,South-Eastern Asia,1,Asia,1,Tropical hemisphere
195,Vieques,VQS,18.1347,-65.4936,170,Puerto Rico,PRI,1,Caribbean,3,North America,1,Tropical hemisphere
196,Aguadilla,BQN,18.495,-67.1294,170,Puerto Rico,PRI,1,Caribbean,3,North America,1,Tropical hemisphere
197,SanJuan(PR),SJU,18.4394,-66.0019,170,Puerto Rico,PRI,1,Caribbean,3,North America,1,Tropical hemisphere
198,Ponce,PSE,18.0083,-66.5631,170,Puerto Rico,PRI,1,Caribbean,3,North America,1,Tropical hemisphere
199,Dzaoudzi,DZA,-12.8067,45.2806,149,Mayotte,MYT,4,Eastern Africa,0,Africa,1,Tropical hemisphere
200,Pyongyang,FNJ,39.2236,125.67,171,"Korea, Dem. Rep.",PRK,5,Eastern Asia,1,Asia,0,Northern hemisphere
201,Kigoma,TKQ,-4.8881,29.6717,214,Zanzibar,TZA,4,Eastern Africa,0,Africa,1,Tropical hemisphere
202,Sumbawanga,SUT,-7.9483,31.6117,214,Zanzibar,TZA,4,Eastern Africa,0,Africa,1,Tropical hemisphere
203,Tanga,TGT,-5.0925,39.0717,214,Zanzibar,TZA,4,Eastern Africa,0,Africa,1,Tropical hemisphere
204,Seronera,SEU,-2.4572,34.8219,214,Zanzibar,TZA,4,Eastern Africa,0,Africa,1,Tropical hemisphere
205,Kilimanjaro,JRO,-3.4294,37.0744,214,Zanzibar,TZA,4,Eastern Africa,0,Africa,1,Tropical hemisphere
206,Zanzibar,ZNZ,-6.2219,39.225,214,Zanzibar,TZA,4,Eastern Africa,0,Africa,1,Tropical hemisphere
207,Iringa,IRI,-7.67,35.7519,214,Zanzibar,TZA,4,Eastern Africa,0,Africa,1,Tropical hemisphere
208,Songea,SGX,-10.6833,35.5833,214,Zanzibar,TZA,4,Eastern Africa,0,Africa,1,Tropical hemisphere
209,Tabora,TBO,-5.0767,32.8311,214,Zanzibar,TZA,4,Eastern Africa,0,Africa,1,Tropical hemisphere
210,Mtwara,MYW,-10.3392,40.1817,214,Zanzibar,TZA,4,Eastern Africa,0,Africa,1,Tropical hemisphere
211,Mwanza,MWZ,-2.4444,32.9328,214,Zanzibar,TZA,4,Eastern Africa,0,Africa,1,Tropical hemisphere
212,Bukoba,BKZ,-1.3325,31.8219,214,Zanzibar,TZA,4,Eastern Africa,0,Africa,1,Tropical hemisphere
213,LakeManyara,LKY,-3.3756,35.8181,214,Zanzibar,TZA,4,Eastern Africa,0,Africa,1,Tropical hemisphere
214,Mbeya,MBI,-8.9197,33.4639,214,Zanzibar,TZA,4,Eastern Africa,0,Africa,1,Tropical hemisphere
215,Arusha,ARK,-3.3672,36.625,214,Zanzibar,TZA,4,Eastern Africa,0,Africa,1,Tropical hemisphere
216,DarEsSalaam,DAR,-6.8781,39.2025,214,Zanzibar,TZA,4,Eastern Africa,0,Africa,1,Tropical hemisphere
217,Maun,MUB,-19.9725,23.4311,33,Botswana,BWA,16,Southern Africa,0,Africa,1,Tropical hemisphere
218,Kasane,BBK,-17.8328,25.1625,33,Botswana,BWA,16,Southern Africa,0,Africa,1,Tropical hemisphere
219,Gaborone,GBE,-24.5553,25.9183,33,Botswana,BWA,16,Southern Africa,0,Africa,2,Southern hemisphere
220,Francistown,FRW,-21.1597,27.4744,33,Botswana,BWA,16,Southern Africa,0,Africa,1,Tropical hemisphere
221,PhnomPenh,PNH,11.5467,104.8442,112,Cambodia,KHM,15,South-Eastern Asia,1,Asia,1,Tropical hemisphere
222,SiemReap,REP,13.4106,103.8128,112,Cambodia,KHM,15,South-Eastern Asia,1,Asia,1,Tropical hemisphere
223,Sihanoukville,KOS,10.5797,103.6369,112,Cambodia,KHM,15,South-Eastern Asia,1,Asia,1,Tropical hemisphere
224,PortofSpain,POS,10.5953,-61.3372,209,Trinidad and Tobago,TTO,1,Caribbean,3,North America,1,Tropical hemisphere
225,Tobago,TAB,11.1497,-60.8322,209,Trinidad and Tobago,TTO,1,Caribbean,3,North America,1,Tropical hemisphere
226,Mekele,MQX,13.4675,39.5333,67,Ethiopia,ETH,4,Eastern Africa,0,Africa,1,Tropical hemisphere
